,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IEX,IEX_6m,IEX_12m,IEX_6m_ret,IEX_12m_ret
41,41,41,41,2019-04-04,147.5307159423828,141.5102081298828,140.7835693359375,0.042544689122173907,0.047925668018441
42,42,42,42,2019-04-05,147.4552001953125,142.9162139892578,140.1890869140625,0.03175977084304704,0.05183080538718543
43,43,43,43,2019-04-08,148.5404052734375,143.18994140625,143.0955352783203,0.0373661991522678,0.038050593154614676
44,44,44,44,2019-04-09,145.82269287109375,147.00225830078125,139.59457397460938,-0.008024131352281638,0.04461576635218778
45,45,45,45,2019-04-10,146.62477111816406,146.0963592529297,139.49081420898438,0.0036168722337532877,0.051142843703612106
46,46,46,46,2019-04-11,148.63478088378906,146.7852020263672,141.85934448242188,0.012600581202249828,0.04776165028879542
47,47,47,47,2019-04-12,148.40830993652344,147.5307159423828,141.5102081298828,0.005948551042640915,0.04874631941965135
48,48,48,48,2019-04-15,147.4080352783203,147.4552001953125,142.9162139892578,-0.0003198592991614513,0.031429752885842044
49,49,49,49,2019-04-16,147.00225830078125,148.5404052734375,143.18994140625,-0.010355074565905342,0.02662419480789624
50,50,50,50,2019-04-17,145.78497314453125,145.82269287109375,147.00225830078125,-0.00025866842683974767,-0.008280724189687727
51,51,51,51,2019-04-18,145.813232421875,146.62477111816406,146.0963592529297,-0.005534799407359681,-0.0019379458359022328
52,52,52,52,2019-04-22,144.94509887695312,148.63478088378906,146.7852020263672,-0.024823813005925843,-0.012536026275206669
53,53,53,53,2019-04-23,147.38917541503906,148.40830993652344,147.5307159423828,-0.006867098762328605,-0.0009593970071901659
54,54,54,54,2019-04-24,147.8798828125,147.4080352783203,147.4552001953125,0.003200962100124327,0.0028800789434688667
55,55,55,55,2019-04-25,144.6808624267578,147.00225830078125,148.5404052734375,-0.01579156606746568,-0.025983117789230015
56,56,56,56,2019-04-26,147.7666473388672,145.78497314453125,145.82269287109375,0.013593130701964107,0.013330946161389745
57,57,57,57,2019-04-29,148.43658447265625,145.813232421875,146.62477111816406,0.01799117958781138,0.012356802610331563
58,58,58,58,2019-04-30,147.83265686035156,144.94509887695312,148.63478088378906,0.01992173592464641,-0.005396610528626167
59,59,59,59,2019-05-01,145.7471923828125,147.38917541503906,148.40830993652344,-0.011140458772517348,-0.01793105490419733
60,60,60,60,2019-05-02,146.59649658203125,147.8798828125,147.4080352783203,-0.008678572136116558,-0.005505389816483186
61,61,61,61,2019-05-03,147.61561584472656,144.6808624267578,147.00225830078125,0.020284323501696067,0.00417243619951968
62,62,62,62,2019-05-06,147.2098846435547,147.7666473388672,145.78497314453125,-0.003767850900993186,0.009774062911208192
63,63,63,63,2019-05-07,145.05831909179688,148.43658447265625,145.813232421875,-0.022758980832529807,-0.005177262156111917
64,64,64,64,2019-05-08,144.85072326660156,147.83265686035156,144.94509887695312,-0.02017100725292953,-0.0006511128081100326
65,65,65,65,2019-05-09,144.2939910888672,145.7471923828125,147.38917541503906,-0.009970698372894882,-0.021000078991255777
66,66,66,66,2019-05-10,145.78497314453125,146.59649658203125,147.8798828125,-0.005535762834863456,-0.014166292453889229
67,67,67,67,2019-05-13,142.08583068847656,147.61561584472656,144.6808624267578,-0.0374607057973233,-0.01793624737062194
68,68,68,68,2019-05-14,142.6142578125,147.2098846435547,147.7666473388672,-0.031218194635382446,-0.03486842003359136
69,69,69,69,2019-05-15,144.81298828125,145.05831909179688,148.43658447265625,-0.0016912564000663988,-0.024411745960604248
70,70,70,70,2019-05-16,145.28636169433594,144.85072326660156,147.83265686035156,0.0030074991543713736,-0.017224172385814307
71,71,71,71,2019-05-17,142.588134765625,144.2939910888672,145.7471923828125,-0.01182208843465693,-0.021674912329632257
72,72,72,72,2019-05-20,142.98577880859375,145.78497314453125,146.59649658203125,-0.01920084269016109,-0.02463031421366224
73,73,73,73,2019-05-21,145.068603515625,142.08583068847656,147.61561584472656,0.02099275355392871,-0.017254355608154026
74,74,74,74,2019-05-22,143.73370361328125,142.6142578125,147.2098846435547,0.007849466231160562,-0.023613774568810086
75,75,75,75,2019-05-23,142.7112274169922,144.81298828125,145.05831909179688,-0.014513621251816544,-0.01618033139705266
76,76,76,76,2019-05-24,144.77508544921875,145.28636169433594,144.85072326660156,-0.003519093183659283,-0.000522177699061932
77,77,77,77,2019-05-28,143.42127990722656,142.588134765625,144.2939910888672,0.00584301872642512,-0.0060481463923410805
78,78,78,78,2019-05-29,143.57275390625,142.98577880859375,145.78497314453125,0.0041051292131786266,-0.015174535417227464
79,79,79,79,2019-05-30,144.2449188232422,145.068603515625,142.08583068847656,-0.0056778977147463605,0.015195661131752303
80,80,80,80,2019-05-31,144.57630920410156,143.73370361328125,142.6142578125,0.0058622686929945544,0.013757750604298957
81,81,81,81,2019-06-03,145.33367919921875,142.7112274169922,144.81298828125,0.018375931800824308,0.003595609234701369
82,82,82,82,2019-06-04,149.130126953125,144.77508544921875,145.28636169433594,0.030081429345340194,0.02645647680871699
83,83,83,83,2019-06-05,149.68870544433594,143.42127990722656,142.588134765625,0.043699411559871226,0.04979776676637426
84,84,84,84,2019-06-06,149.84962463378906,143.57275390625,142.98577880859375,0.04371909402558183,0.04800369576881858
85,85,85,85,2019-06-07,152.97386169433594,144.2449188232422,145.068603515625,0.06051473384508044,0.05449323966132669
86,86,86,86,2019-06-10,154.38453674316406,144.57630920410156,143.73370361328125,0.06784118084807389,0.07410115277164997
