,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LW,LW_6m,LW_12m,LW_6m_ret,LW_12m_ret
45,45,45,45,2019-04-10,67.93553924560547,69.77469635009766,68.3390121459961,-0.02635851104624143,-0.005903990820479876
46,46,46,46,2019-04-11,67.2130126953125,68.58300018310547,68.49854278564453,-0.019975613258902736,-0.018767261872342234
47,47,47,47,2019-04-12,66.72508239746094,65.98380279541016,67.81353759765625,0.011234266147848393,-0.01605070666941477
48,48,48,48,2019-04-15,66.80953216552734,67.2130126953125,69.36180877685547,-0.006003012119307871,-0.03679656941385534
49,49,49,49,2019-04-16,65.36451721191406,68.3765640258789,70.31890106201172,-0.04405086533486613,-0.07045593397042083
50,50,50,50,2019-04-17,64.39801025390625,68.42345428466797,69.4087142944336,-0.05883134771323173,-0.07219128162022714
51,51,51,51,2019-04-18,63.45029830932617,67.93553924560547,69.77469635009766,-0.06602201124898599,-0.090640280382426
52,52,52,52,2019-04-22,64.65135955810547,67.2130126953125,68.58300018310547,-0.038112458205369015,-0.057326751738815185
53,53,53,53,2019-04-23,65.19559478759766,66.72508239746094,65.98380279541016,-0.022922228866689043,-0.011945477138630922
54,54,54,54,2019-04-24,65.01731872558594,66.80953216552734,67.2130126953125,-0.026825714562721648,-0.03266769159240046
55,55,55,55,2019-04-25,64.93285369873047,65.36451721191406,68.3765640258789,-0.0066039424996305884,-0.05036389845276623
56,56,56,56,2019-04-26,65.39264678955078,64.39801025390625,68.42345428466797,0.015445143906199998,-0.04429486243865821
57,57,57,57,2019-04-29,64.32292938232422,63.45029830932617,67.93553924560547,0.013752986136391199,-0.053177024917998805
58,58,58,58,2019-04-30,65.73043823242188,64.65135955810547,67.2130126953125,0.01669073445155611,-0.022057848673014746
59,59,59,59,2019-05-01,65.77738189697266,65.19559478759766,66.72508239746094,0.008923718101973233,-0.014203062273390965
60,60,60,60,2019-05-02,62.45555114746094,65.01731872558594,66.80953216552734,-0.03940131073287212,-0.06517005698047662
61,61,61,61,2019-05-03,63.14249420166016,64.93285369873047,65.36451721191406,-0.027572475181470546,-0.033994330640430226
62,62,62,62,2019-05-06,63.51890563964844,65.39264678955078,64.39801025390625,-0.02865369795984085,-0.013651114542075238
63,63,63,63,2019-05-07,64.22467041015625,64.32292938232422,63.45029830932617,-0.0015275885770676956,0.01220438865480089
64,64,64,64,2019-05-08,64.271728515625,65.73043823242188,64.65135955810547,-0.022192301710189377,-0.00587197307334697
65,65,65,65,2019-05-09,64.582275390625,65.77738189697266,65.19559478759766,-0.018168958263184654,-0.009407374822958614
66,66,66,66,2019-05-10,63.47185897827149,62.45555114746094,65.01731872558594,0.016272497994789914,-0.023769970487975023
67,67,67,67,2019-05-13,62.61552429199219,63.14249420166016,64.93285369873047,-0.008345725273141369,-0.03568808815164681
68,68,68,68,2019-05-14,63.06721115112305,63.51890563964844,65.39264678955078,-0.007111181843842185,-0.03556111814699203
69,69,69,69,2019-05-15,63.114295959472656,64.22467041015625,64.32292938232422,-0.017288908508092615,-0.018790086746013346
70,70,70,70,2019-05-16,62.93546295166016,64.271728515625,65.73043823242188,-0.020790876405945458,-0.04252178071411483
71,71,71,71,2019-05-17,63.64125442504883,64.582275390625,65.77738189697266,-0.014570885895308305,-0.03247510634080342
72,72,72,72,2019-05-20,63.55656433105469,63.47185897827149,62.45555114746094,0.0013345339831971614,0.01762874817955251
73,73,73,73,2019-05-21,61.50514221191406,62.61552429199219,63.14249420166016,-0.017733335185378785,-0.02593106291488645
74,74,74,74,2019-05-22,59.905391693115234,63.06721115112305,63.51890563964844,-0.050134125170548494,-0.056888794133720944
75,75,75,75,2019-05-23,59.3596076965332,63.114295959472656,64.22467041015625,-0.059490297813833415,-0.07575068400590346
76,76,76,76,2019-05-24,58.465633392333984,62.93546295166016,64.271728515625,-0.0710224307519497,-0.09033668857808153
77,77,77,77,2019-05-28,57.20466613769531,63.64125442504883,64.582275390625,-0.10113861433913085,-0.11423582102529406
78,78,78,78,2019-05-29,56.39538192749024,63.55656433105469,63.47185897827149,-0.11267415850647833,-0.11148999201683629
79,79,79,79,2019-05-30,56.50830841064453,61.50514221191406,62.61552429199219,-0.08124253715328544,-0.0975351711960144
80,80,80,80,2019-05-31,55.7554931640625,59.905391693115234,63.06721115112305,-0.06927420740877432,-0.11593533079400076
81,81,81,81,2019-06-03,56.687103271484375,59.3596076965332,63.114295959472656,-0.04502227236257339,-0.1018341817853019
82,82,82,82,2019-06-04,57.61871337890625,58.465633392333984,62.93546295166016,-0.01448577504915538,-0.08447939084578804
83,83,83,83,2019-06-05,58.67266082763672,57.20466613769531,63.64125442504883,0.02566214941990652,-0.07807189915251733
84,84,84,84,2019-06-06,58.71030044555664,56.39538192749024,63.55656433105469,0.04104801561664706,-0.07625119350779774
85,85,85,85,2019-06-07,57.39287185668945,56.50830841064453,61.50514221191406,0.015653688296892954,-0.0668605942094388
86,86,86,86,2019-06-10,57.79750061035156,55.7554931640625,59.905391693115234,0.03662432758473466,-0.035187001089351466
87,87,87,87,2019-06-11,58.26801300048828,56.687103271484375,59.3596076965332,0.027888349161760084,-0.018389520052516706
88,88,88,88,2019-06-12,57.75045776367188,57.61871337890625,58.465633392333984,0.002286486057043069,-0.012232410514787628
89,89,89,89,2019-06-13,57.59988784790039,58.67266082763672,57.20466613769531,-0.018284034925360237,0.006908906858292818
90,90,90,90,2019-06-14,58.07040023803711,58.71030044555664,56.39538192749024,-0.010899283476038857,0.029701338182273496
91,91,91,91,2019-06-17,56.32010269165039,57.39287185668945,56.50830841064453,-0.01869167947751038,-0.0033305849049037883
92,92,92,92,2019-06-18,55.49201583862305,57.79750061035156,55.7554931640625,-0.03988900466944412,-0.004725585058752202
93,93,93,93,2019-06-19,57.703407287597656,58.26801300048828,56.687103271484375,-0.009689805500762372,0.017928310981882856
94,94,94,94,2019-06-20,57.72221755981445,57.75045776367188,57.61871337890625,-0.000489003982842795,0.0017963639734117631
95,95,95,95,2019-06-21,57.251712799072266,57.59988784790039,58.67266082763672,-0.006044717478400741,-0.024218230578271993
96,96,96,96,2019-06-24,57.17643356323242,58.07040023803711,58.71030044555664,-0.015394532690324425,-0.026126026790590284
97,97,97,97,2019-06-25,58.85145568847656,56.32010269165039,57.39287185668945,0.044945816428730634,0.02541402415667937
98,98,98,98,2019-06-26,59.28430938720703,55.49201583862305,57.79750061035156,0.06833944471601816,0.025724447617189616
99,99,99,99,2019-06-27,58.06098556518555,57.703407287597656,58.26801300048828,0.006196831251327861,-0.0035530203389808612
100,100,100,100,2019-06-28,59.62308883666992,57.72221755981445,57.75045776367188,0.03293136260549412,0.03242625505517682
101,101,101,101,2019-07-01,58.84203720092773,57.251712799072266,57.59988784790039,0.027777761120209243,0.021565134923654528
102,102,102,102,2019-07-02,58.92672348022461,57.17643356323242,58.07040023803711,0.03061208627251144,0.014746294819345751
103,103,103,103,2019-07-03,59.96186828613281,58.85145568847656,56.32010269165039,0.0188680566124666,0.06466191325006809
104,104,104,104,2019-07-05,60.54528045654297,59.28430938720703,55.49201583862305,0.021269895565453556,0.09106291313358272
105,105,105,105,2019-07-08,60.59234619140625,58.06098556518555,57.703407287597656,0.0435983061875298,0.05006530878514548
106,106,106,106,2019-07-09,61.24164581298828,59.62308883666992,57.72221755981445,0.027146479793292766,0.06097181296832255
107,107,107,107,2019-07-10,62.29558181762695,58.84203720092773,57.251712799072266,0.05869179214353881,0.08809987984562828
108,108,108,108,2019-07-11,63.59418869018555,58.92672348022461,57.17643356323242,0.0792079541216526,0.112244761119205
109,109,109,109,2019-07-12,62.04151153564453,59.96186828613281,58.85145568847656,0.03468276271159265,0.054205215654378414
