,Unnamed: 0,Date,HBAN
0,0,2019-02-05,10.463391304016112
1,1,2019-02-06,10.526328086853027
2,2,2019-02-07,10.982625961303713
3,3,2019-02-08,10.715142250061035
4,4,2019-02-11,10.801678657531738
5,5,2019-02-12,10.903953552246094
6,6,2019-02-13,10.927555084228516
7,7,2019-02-14,10.770212173461914
8,8,2019-02-15,11.02196216583252
9,9,2019-02-19,11.108502388000488
10,10,2019-02-20,11.22650909423828
11,11,2019-02-21,11.17144012451172
12,12,2019-02-22,11.273712158203123
13,13,2019-02-25,11.328783988952637
14,14,2019-02-26,11.25011157989502
15,15,2019-02-27,11.305181503295898
16,16,2019-02-28,11.336649894714355
17,17,2019-03-01,11.328783988952637
18,18,2019-03-04,11.305181503295898
19,19,2019-03-05,11.22650909423828
20,20,2019-03-06,11.037694931030272
21,21,2019-03-07,10.770212173461914
22,22,2019-03-08,10.825281143188477
23,23,2019-03-11,10.778078079223633
24,24,2019-03-12,10.793811798095703
25,25,2019-03-13,10.951156616210938
26,26,2019-03-14,11.069165229797363
27,27,2019-03-15,10.926129341125488
28,28,2019-03-18,11.061219215393066
29,29,2019-03-19,10.791044235229492
30,30,2019-03-20,10.298376083374023
31,31,2019-03-21,10.02820110321045
32,32,2019-03-22,9.734190940856934
33,33,2019-03-25,9.789813041687012
34,34,2019-03-26,9.98847198486328
35,35,2019-03-27,10.020256042480469
36,36,2019-03-28,10.1473970413208
37,37,2019-03-29,10.07588005065918
38,38,2019-04-01,10.441410064697266
39,39,2019-04-02,10.47319507598877
40,40,2019-04-03,10.497032165527344
41,41,2019-04-04,10.58444118499756
42,42,2019-04-05,10.576495170593262
43,43,2019-04-08,10.648011207580566
44,44,2019-04-09,10.465248107910156
45,45,2019-04-10,10.56855010986328
46,46,2019-04-11,10.608280181884766
47,47,2019-04-12,10.878454208374023
48,48,2019-04-15,10.695693016052246
49,49,2019-04-16,10.854615211486816
50,50,2019-04-17,10.989702224731444
51,51,2019-04-18,10.814885139465332
52,52,2019-04-22,10.838723182678224
53,53,2019-04-23,10.957915306091309
54,54,2019-04-24,10.918184280395508
55,55,2019-04-25,10.870506286621094
56,56,2019-04-26,10.918184280395508
57,57,2019-04-29,11.069165229797363
58,58,2019-04-30,11.061219215393066
59,59,2019-05-01,10.942024230957031
60,60,2019-05-02,11.077110290527344
61,61,2019-05-03,11.196306228637695
62,62,2019-05-06,11.093003273010254
63,63,2019-05-07,10.846668243408203
64,64,2019-05-08,10.759260177612305
65,65,2019-05-09,10.791044235229492
66,66,2019-05-10,10.854615211486816
67,67,2019-05-13,10.37783908843994
68,68,2019-05-14,10.536763191223145
69,69,2019-05-15,10.306323051452637
70,70,2019-05-16,10.465248107910156
71,71,2019-05-17,10.50497817993164
72,72,2019-05-20,10.58444118499756
73,73,2019-05-21,10.687743186950684
74,74,2019-05-22,10.592387199401855
75,75,2019-05-23,10.37783908843994
76,76,2019-05-24,10.497032165527344
77,77,2019-05-28,10.393731117248535
78,78,2019-05-29,10.417569160461426
