,Unnamed: 0.1,Unnamed: 0,Date,KMI,KMI_6m,KMI_12m
0,0,0,2019-02-05,13.490257263183594,,
1,1,1,2019-02-06,13.190796852111816,,
2,2,2,2019-02-07,13.117757797241213,,
3,3,3,2019-02-08,13.161581039428713,,
4,4,4,2019-02-11,13.344179153442385,,
5,5,5,2019-02-12,13.497560501098633,,
6,6,6,2019-02-13,13.68746280670166,13.490257263183594,
7,7,7,2019-02-14,13.789715766906738,13.190796852111816,
8,8,8,2019-02-15,13.73128604888916,13.117757797241213,
9,9,9,2019-02-19,13.986921310424805,13.161581039428713,
10,10,10,2019-02-20,14.001531600952148,13.344179153442385,
11,11,11,2019-02-21,14.016138076782228,13.497560501098633,
12,12,12,2019-02-22,14.111087799072266,13.68746280670166,13.490257263183594
13,13,13,2019-02-25,14.096476554870604,13.789715766906738,13.190796852111816
14,14,14,2019-02-26,14.038045883178713,13.73128604888916,13.117757797241213
15,15,15,2019-02-27,14.081873893737791,13.986921310424805,13.161581039428713
16,16,16,2019-02-28,13.994227409362791,14.001531600952148,13.344179153442385
17,17,17,2019-03-01,14.417848587036133,14.016138076782228,13.497560501098633
18,18,18,2019-03-04,14.498191833496094,14.111087799072266,13.68746280670166
19,19,19,2019-03-05,14.58584213256836,14.096476554870604,13.789715766906738
20,20,20,2019-03-06,14.60775089263916,14.038045883178713,13.73128604888916
21,21,21,2019-03-07,14.490886688232422,14.081873893737791,13.986921310424805
22,22,22,2019-03-08,14.41054344177246,13.994227409362791,14.001531600952148
23,23,23,2019-03-11,14.534708976745604,14.417848587036133,14.016138076782228
24,24,24,2019-03-12,14.505497932434082,14.498191833496094,14.111087799072266
25,25,25,2019-03-13,14.593140602111816,14.58584213256836,14.096476554870604
26,26,26,2019-03-14,14.593140602111816,14.60775089263916,14.038045883178713
27,27,27,2019-03-15,14.512797355651855,14.490886688232422,14.081873893737791
28,28,28,2019-03-18,14.60044765472412,14.41054344177246,13.994227409362791
29,29,29,2019-03-19,14.644269943237305,14.534708976745604,14.417848587036133
30,30,30,2019-03-20,14.673481941223145,14.505497932434082,14.498191833496094
31,31,31,2019-03-21,14.91451358795166,14.593140602111816,14.58584213256836
32,32,32,2019-03-22,14.534708976745604,14.593140602111816,14.60775089263916
33,33,33,2019-03-25,14.702693939208984,14.512797355651855,14.490886688232422
34,34,34,2019-03-26,14.673481941223145,14.60044765472412,14.41054344177246
35,35,35,2019-03-27,14.593140602111816,14.644269943237305,14.534708976745604
36,36,36,2019-03-28,14.571231842041016,14.673481941223145,14.505497932434082
37,37,37,2019-03-29,14.6150541305542,14.91451358795166,14.593140602111816
38,38,38,2019-04-01,14.636966705322266,14.534708976745604,14.593140602111816
39,39,39,2019-04-02,14.644269943237305,14.702693939208984,14.512797355651855
40,40,40,2019-04-03,14.527406692504885,14.673481941223145,14.60044765472412
41,41,41,2019-04-04,14.549320220947266,14.593140602111816,14.644269943237305
42,42,42,2019-04-05,14.644269943237305,14.571231842041016,14.673481941223145
43,43,43,2019-04-08,14.563928604125977,14.6150541305542,14.91451358795166
44,44,44,2019-04-09,14.527406692504885,14.636966705322266,14.534708976745604
45,45,45,2019-04-10,14.490886688232422,14.644269943237305,14.702693939208984
46,46,46,2019-04-11,14.549320220947266,14.527406692504885,14.673481941223145
47,47,47,2019-04-12,14.47628116607666,14.549320220947266,14.593140602111816
48,48,48,2019-04-15,14.454368591308594,14.644269943237305,14.571231842041016
49,49,49,2019-04-16,14.468974113464355,14.563928604125977,14.6150541305542
50,50,50,2019-04-17,14.381330490112305,14.527406692504885,14.636966705322266
51,51,51,2019-04-18,14.162213325500488,14.490886688232422,14.644269943237305
52,52,52,2019-04-22,14.62966251373291,14.549320220947266,14.527406692504885
53,53,53,2019-04-23,14.666178703308104,14.47628116607666,14.549320220947266
54,54,54,2019-04-24,14.666178703308104,14.454368591308594,14.644269943237305
55,55,55,2019-04-25,14.58584213256836,14.468974113464355,14.563928604125977
56,56,56,2019-04-26,14.77574062347412,14.381330490112305,14.527406692504885
57,57,57,2019-04-29,14.686997413635254,14.162213325500488,14.490886688232422
58,58,58,2019-04-30,14.694392204284668,14.62966251373291,14.549320220947266
59,59,59,2019-05-01,14.487324714660645,14.666178703308104,14.47628116607666
60,60,60,2019-05-02,14.317231178283691,14.666178703308104,14.454368591308594
61,61,61,2019-05-03,14.442955017089844,14.58584213256836,14.468974113464355
62,62,62,2019-05-06,14.37639617919922,14.77574062347412,14.381330490112305
63,63,63,2019-05-07,14.465140342712402,14.686997413635254,14.162213325500488
64,64,64,2019-05-08,14.546489715576172,14.694392204284668,14.62966251373291
65,65,65,2019-05-09,14.59085750579834,14.487324714660645,14.666178703308104
66,66,66,2019-05-10,14.568674087524414,14.317231178283691,14.666178703308104
67,67,67,2019-05-13,14.546489715576172,14.442955017089844,14.58584213256836
68,68,68,2019-05-14,14.738763809204102,14.37639617919922,14.77574062347412
69,69,69,2019-05-15,14.894064903259276,14.465140342712402,14.686997413635254
70,70,70,2019-05-16,15.101133346557615,14.546489715576172,14.694392204284668
71,71,71,2019-05-17,14.945829391479492,14.59085750579834,14.487324714660645
72,72,72,2019-05-20,15.00498867034912,14.568674087524414,14.317231178283691
73,73,73,2019-05-21,15.041967391967772,14.546489715576172,14.442955017089844
74,74,74,2019-05-22,15.041967391967772,14.738763809204102,14.37639617919922
75,75,75,2019-05-23,14.760947227478027,14.894064903259276,14.465140342712402
76,76,76,2019-05-24,14.83489990234375,15.101133346557615,14.546489715576172
77,77,77,2019-05-28,14.701787948608398,14.945829391479492,14.59085750579834
78,78,78,2019-05-29,14.723971366882324,15.00498867034912,14.568674087524414
79,79,79,2019-05-30,14.83489990234375,15.041967391967772,14.546489715576172
80,80,80,2019-05-31,14.753551483154297,15.041967391967772,14.738763809204102
81,81,81,2019-06-03,14.894064903259276,14.760947227478027,14.894064903259276
82,82,82,2019-06-04,15.041967391967772,14.83489990234375,15.101133346557615
83,83,83,2019-06-05,15.138111114501951,14.701787948608398,14.945829391479492
84,84,84,2019-06-06,15.426521301269531,14.723971366882324,15.00498867034912
85,85,85,2019-06-07,15.626193046569824,14.83489990234375,15.041967391967772
86,86,86,2019-06-10,15.441312789916992,14.753551483154297,15.041967391967772
87,87,87,2019-06-11,15.367358207702637,14.894064903259276,14.760947227478027
88,88,88,2019-06-12,15.071548461914062,15.041967391967772,14.83489990234375
89,89,89,2019-06-13,15.17508316040039,15.138111114501951,14.701787948608398
90,90,90,2019-06-14,15.182476997375488,15.426521301269531,14.723971366882324
91,91,91,2019-06-17,15.17508316040039,15.626193046569824,14.83489990234375
92,92,92,2019-06-18,15.382156372070312,15.441312789916992,14.753551483154297
93,93,93,2019-06-19,15.485681533813477,15.367358207702637,14.894064903259276
94,94,94,2019-06-20,15.60400676727295,15.071548461914062,15.041967391967772
95,95,95,2019-06-21,15.811079978942873,15.17508316040039,15.138111114501951
96,96,96,2019-06-24,15.6483793258667,15.182476997375488,15.426521301269531
97,97,97,2019-06-25,15.21945571899414,15.17508316040039,15.626193046569824
98,98,98,2019-06-26,15.263826370239258,15.382156372070312,15.441312789916992
99,99,99,2019-06-27,15.093735694885254,15.485681533813477,15.367358207702637
100,100,100,2019-06-28,15.441312789916992,15.60400676727295,15.071548461914062
101,101,101,2019-07-01,15.441312789916992,15.811079978942873,15.17508316040039
102,102,102,2019-07-02,15.522659301757812,15.6483793258667,15.182476997375488
103,103,103,2019-07-03,15.589216232299805,15.21945571899414,15.17508316040039
104,104,104,2019-07-05,15.611407279968262,15.263826370239258,15.382156372070312
105,105,105,2019-07-08,15.574429512023926,15.093735694885254,15.485681533813477
106,106,106,2019-07-09,15.70754337310791,15.441312789916992,15.60400676727295
