,Unnamed: 0,Date,NCLH
0,0,2019-02-05,51.810001373291016
1,1,2019-02-06,52.619998931884766
2,2,2019-02-07,51.34999847412109
3,3,2019-02-08,51.310001373291016
4,4,2019-02-11,51.880001068115234
5,5,2019-02-12,51.81999969482422
6,6,2019-02-13,52.540000915527344
7,7,2019-02-14,52.18999862670898
8,8,2019-02-15,53.02999877929688
9,9,2019-02-19,53.380001068115234
10,10,2019-02-20,53.70000076293945
11,11,2019-02-21,55.52000045776367
12,12,2019-02-22,55.34999847412109
13,13,2019-02-25,55.93999862670898
14,14,2019-02-26,55.56999969482422
15,15,2019-02-27,54.91999816894531
16,16,2019-02-28,55.52999877929688
17,17,2019-03-01,55.27000045776367
18,18,2019-03-04,54.59999847412109
19,19,2019-03-05,55.45000076293945
20,20,2019-03-06,55.119998931884766
21,21,2019-03-07,54.65999984741211
22,22,2019-03-08,55.0099983215332
23,23,2019-03-11,55.459999084472656
24,24,2019-03-12,55.34999847412109
25,25,2019-03-13,55.08000183105469
26,26,2019-03-14,55.15999984741211
27,27,2019-03-15,55.54999923706055
28,28,2019-03-18,56.15999984741211
29,29,2019-03-19,56.11000061035156
30,30,2019-03-20,55.869998931884766
31,31,2019-03-21,56.5
32,32,2019-03-22,55.619998931884766
33,33,2019-03-25,55.16999816894531
34,34,2019-03-26,54.47999954223633
35,35,2019-03-27,53.93999862670898
36,36,2019-03-28,54.33000183105469
37,37,2019-03-29,54.959999084472656
38,38,2019-04-01,56.11000061035156
39,39,2019-04-02,56.5
40,40,2019-04-03,56.7599983215332
41,41,2019-04-04,56.72999954223633
42,42,2019-04-05,57.130001068115234
43,43,2019-04-08,57.290000915527344
44,44,2019-04-09,55.880001068115234
45,45,2019-04-10,56.5
46,46,2019-04-11,57.47999954223633
47,47,2019-04-12,58.59999847412109
48,48,2019-04-15,58.66999816894531
49,49,2019-04-16,59.560001373291016
50,50,2019-04-17,57.84000015258789
51,51,2019-04-18,56.91999816894531
52,52,2019-04-22,56.59999847412109
53,53,2019-04-23,57.29999923706055
54,54,2019-04-24,56.97999954223633
55,55,2019-04-25,56.79999923706055
56,56,2019-04-26,57.27000045776367
57,57,2019-04-29,57.08000183105469
58,58,2019-04-30,56.38999938964844
59,59,2019-05-01,58.0
60,60,2019-05-02,56.900001525878906
61,61,2019-05-03,58.25
62,62,2019-05-06,58.290000915527344
63,63,2019-05-07,57.18999862670898
64,64,2019-05-08,57.34000015258789
65,65,2019-05-09,57.59000015258789
66,66,2019-05-10,57.900001525878906
67,67,2019-05-13,55.290000915527344
68,68,2019-05-14,56.29999923706055
69,69,2019-05-15,56.72999954223633
70,70,2019-05-16,57.54999923706055
71,71,2019-05-17,56.91999816894531
72,72,2019-05-20,55.88999938964844
73,73,2019-05-21,56.77000045776367
74,74,2019-05-22,56.810001373291016
75,75,2019-05-23,55.54999923706055
76,76,2019-05-24,55.380001068115234
77,77,2019-05-28,55.220001220703125
78,78,2019-05-29,54.65999984741211
79,79,2019-05-30,55.15999984741211
80,80,2019-05-31,54.709999084472656
81,81,2019-06-03,54.29999923706055
82,82,2019-06-04,54.2599983215332
83,83,2019-06-05,52.380001068115234
84,84,2019-06-06,51.93999862670898
85,85,2019-06-07,52.59000015258789
86,86,2019-06-10,53.83000183105469
87,87,2019-06-11,53.59000015258789
88,88,2019-06-12,53.84000015258789
89,89,2019-06-13,53.720001220703125
90,90,2019-06-14,54.27999877929688
91,91,2019-06-17,53.040000915527344
92,92,2019-06-18,53.75
93,93,2019-06-19,53.90999984741211
94,94,2019-06-20,52.560001373291016
95,95,2019-06-21,51.11000061035156
96,96,2019-06-24,50.83000183105469
97,97,2019-06-25,50.86000061035156
98,98,2019-06-26,50.40999984741211
99,99,2019-06-27,51.84000015258789
100,100,2019-06-28,53.630001068115234
101,101,2019-07-01,52.81999969482422
