,Date,UBER
0,2019-05-10 00:00:00-04:00,41.56999969482422
1,2019-05-13 00:00:00-04:00,37.099998474121094
2,2019-05-14 00:00:00-04:00,39.959999084472656
3,2019-05-15 00:00:00-04:00,41.290000915527344
4,2019-05-16 00:00:00-04:00,43.0
5,2019-05-17 00:00:00-04:00,41.90999984741211
6,2019-05-20 00:00:00-04:00,41.59000015258789
7,2019-05-21 00:00:00-04:00,41.5
8,2019-05-22 00:00:00-04:00,41.25
9,2019-05-23 00:00:00-04:00,40.470001220703125
10,2019-05-24 00:00:00-04:00,41.5099983215332
11,2019-05-28 00:00:00-04:00,40.95000076293945
12,2019-05-29 00:00:00-04:00,39.939998626708984
13,2019-05-30 00:00:00-04:00,39.79999923706055
14,2019-05-31 00:00:00-04:00,40.40999984741211
15,2019-06-03 00:00:00-04:00,41.25
16,2019-06-04 00:00:00-04:00,42.75
17,2019-06-05 00:00:00-04:00,45.0
18,2019-06-06 00:00:00-04:00,44.91999816894531
19,2019-06-07 00:00:00-04:00,44.15999984741211
20,2019-06-10 00:00:00-04:00,42.61000061035156
21,2019-06-11 00:00:00-04:00,42.45000076293945
22,2019-06-12 00:00:00-04:00,42.16999816894531
23,2019-06-13 00:00:00-04:00,44.310001373291016
24,2019-06-14 00:00:00-04:00,43.22999954223633
25,2019-06-17 00:00:00-04:00,43.779998779296875
26,2019-06-18 00:00:00-04:00,43.86000061035156
27,2019-06-19 00:00:00-04:00,44.86000061035156
28,2019-06-20 00:00:00-04:00,43.86000061035156
29,2019-06-21 00:00:00-04:00,44.0
30,2019-06-24 00:00:00-04:00,43.09000015258789
31,2019-06-25 00:00:00-04:00,43.09000015258789
32,2019-06-26 00:00:00-04:00,42.5
33,2019-06-27 00:00:00-04:00,45.130001068115234
34,2019-06-28 00:00:00-04:00,46.380001068115234
35,2019-07-01 00:00:00-04:00,44.27000045776367
36,2019-07-02 00:00:00-04:00,44.0
37,2019-07-03 00:00:00-04:00,44.22999954223633
38,2019-07-05 00:00:00-04:00,43.529998779296875
39,2019-07-08 00:00:00-04:00,42.95000076293945
40,2019-07-09 00:00:00-04:00,44.20000076293945
41,2019-07-10 00:00:00-04:00,43.70000076293945
42,2019-07-11 00:00:00-04:00,43.9900016784668
43,2019-07-12 00:00:00-04:00,43.9900016784668
44,2019-07-15 00:00:00-04:00,44.529998779296875
45,2019-07-16 00:00:00-04:00,44.130001068115234
46,2019-07-17 00:00:00-04:00,43.619998931884766
47,2019-07-18 00:00:00-04:00,43.709999084472656
48,2019-07-19 00:00:00-04:00,43.18000030517578
49,2019-07-22 00:00:00-04:00,43.689998626708984
50,2019-07-23 00:00:00-04:00,43.36000061035156
51,2019-07-24 00:00:00-04:00,43.7599983215332
52,2019-07-25 00:00:00-04:00,43.400001525878906
53,2019-07-26 00:00:00-04:00,44.52000045776367
54,2019-07-29 00:00:00-04:00,43.880001068115234
55,2019-07-30 00:00:00-04:00,42.59000015258789
56,2019-07-31 00:00:00-04:00,42.13999938964844
