,Unnamed: 0,Date,ETSY
0,0,2019-02-05,55.43999862670898
1,1,2019-02-06,52.59000015258789
2,2,2019-02-07,51.52999877929688
3,3,2019-02-08,53.150001525878906
4,4,2019-02-11,53.150001525878906
5,5,2019-02-12,55.83000183105469
6,6,2019-02-13,55.040000915527344
7,7,2019-02-14,54.060001373291016
8,8,2019-02-15,54.65999984741211
9,9,2019-02-19,55.27999877929688
10,10,2019-02-20,54.18000030517578
11,11,2019-02-21,53.02999877929688
12,12,2019-02-22,56.66999816894531
13,13,2019-02-25,59.0099983215332
14,14,2019-02-26,68.6500015258789
15,15,2019-02-27,71.73999786376953
16,16,2019-02-28,71.2699966430664
17,17,2019-03-01,72.7699966430664
18,18,2019-03-04,68.98999786376953
19,19,2019-03-05,70.61000061035156
20,20,2019-03-06,70.04000091552734
21,21,2019-03-07,67.23999786376953
22,22,2019-03-08,67.7699966430664
23,23,2019-03-11,70.66000366210938
24,24,2019-03-12,71.1500015258789
25,25,2019-03-13,70.1500015258789
26,26,2019-03-14,69.91000366210938
27,27,2019-03-15,69.88999938964844
28,28,2019-03-18,69.55000305175781
29,29,2019-03-19,68.5
30,30,2019-03-20,68.9000015258789
31,31,2019-03-21,69.44000244140625
32,32,2019-03-22,66.0199966430664
33,33,2019-03-25,67.86000061035156
34,34,2019-03-26,67.73999786376953
35,35,2019-03-27,65.51000213623047
36,36,2019-03-28,67.12999725341797
37,37,2019-03-29,67.22000122070312
38,38,2019-04-01,68.16000366210938
39,39,2019-04-02,69.7300033569336
40,40,2019-04-03,69.45999908447266
41,41,2019-04-04,68.30000305175781
42,42,2019-04-05,68.22000122070312
43,43,2019-04-08,67.6500015258789
44,44,2019-04-09,66.69000244140625
45,45,2019-04-10,68.20999908447266
46,46,2019-04-11,67.6500015258789
47,47,2019-04-12,65.37999725341797
48,48,2019-04-15,66.19999694824219
49,49,2019-04-16,66.27999877929688
50,50,2019-04-17,64.25
51,51,2019-04-18,63.400001525878906
52,52,2019-04-22,63.5099983215332
53,53,2019-04-23,65.22000122070312
54,54,2019-04-24,66.08000183105469
55,55,2019-04-25,67.8499984741211
56,56,2019-04-26,67.70999908447266
57,57,2019-04-29,69.41000366210938
58,58,2019-04-30,67.54000091552734
59,59,2019-05-01,66.79000091552734
60,60,2019-05-02,68.06999969482422
61,61,2019-05-03,69.6500015258789
62,62,2019-05-06,69.02999877929688
63,63,2019-05-07,66.97000122070312
64,64,2019-05-08,68.08000183105469
65,65,2019-05-09,60.7599983215332
66,66,2019-05-10,61.79999923706055
67,67,2019-05-13,57.22999954223633
68,68,2019-05-14,58.81999969482422
69,69,2019-05-15,61.88999938964844
70,70,2019-05-16,63.650001525878906
71,71,2019-05-17,62.77999877929688
72,72,2019-05-20,63.119998931884766
73,73,2019-05-21,65.20999908447266
74,74,2019-05-22,64.01000213623047
75,75,2019-05-23,63.31999969482422
76,76,2019-05-24,64.70999908447266
77,77,2019-05-28,65.02999877929688
78,78,2019-05-29,62.130001068115234
79,79,2019-05-30,62.95000076293945
80,80,2019-05-31,62.310001373291016
81,81,2019-06-03,61.06999969482422
82,82,2019-06-04,61.25
83,83,2019-06-05,61.4900016784668
84,84,2019-06-06,61.959999084472656
85,85,2019-06-07,63.88999938964844
86,86,2019-06-10,65.30999755859375
87,87,2019-06-11,67.18000030517578
88,88,2019-06-12,69.16999816894531
89,89,2019-06-13,70.05000305175781
90,90,2019-06-14,67.80000305175781
91,91,2019-06-17,68.45999908447266
92,92,2019-06-18,66.94999694824219
93,93,2019-06-19,68.13999938964844
94,94,2019-06-20,68.83000183105469
95,95,2019-06-21,65.77999877929688
96,96,2019-06-24,63.93000030517578
97,97,2019-06-25,61.790000915527344
98,98,2019-06-26,60.36000061035156
99,99,2019-06-27,62.36000061035156
