,Unnamed: 0.1,Unnamed: 0,Date,PFG,PFG_6m,PFG_12m
0,0,0,2019-02-05,40.05519104003906,,
1,1,1,2019-02-06,39.989593505859375,,
2,2,2,2019-02-07,39.32541275024414,,
3,3,3,2019-02-08,39.21881866455078,,
4,4,4,2019-02-11,39.669803619384766,,
5,5,5,2019-02-12,40.01418685913086,,
6,6,6,2019-02-13,40.350364685058594,40.05519104003906,
7,7,7,2019-02-14,40.05519104003906,39.989593505859375,
8,8,8,2019-02-15,41.64591598510742,39.32541275024414,
9,9,9,2019-02-19,42.11329650878906,39.21881866455078,
10,10,10,2019-02-20,42.81846237182617,39.669803619384766,
11,11,11,2019-02-21,42.67906951904297,40.01418685913086,
12,12,12,2019-02-22,43.35143661499024,40.350364685058594,40.05519104003906
13,13,13,2019-02-25,43.53182220458984,40.05519104003906,39.989593505859375
14,14,14,2019-02-26,43.1136474609375,41.64591598510742,39.32541275024414
15,15,15,2019-02-27,42.982452392578125,42.11329650878906,39.21881866455078
16,16,16,2019-02-28,43.162845611572266,42.81846237182617,39.669803619384766
17,17,17,2019-03-01,42.58292388916016,42.67906951904297,40.01418685913086
18,18,18,2019-03-04,42.54977798461914,43.35143661499024,40.350364685058594
19,19,19,2019-03-05,42.7320556640625,43.53182220458984,40.05519104003906
20,20,20,2019-03-06,42.21011734008789,43.1136474609375,41.64591598510742
21,21,21,2019-03-07,41.42308044433594,42.982452392578125,42.11329650878906
22,22,22,2019-03-08,41.34851837158203,43.162845611572266,42.81846237182617
23,23,23,2019-03-11,41.911869049072266,42.58292388916016,42.67906951904297
24,24,24,2019-03-12,42.05270004272461,42.54977798461914,43.35143661499024
25,25,25,2019-03-13,42.34267044067383,42.7320556640625,43.53182220458984
26,26,26,2019-03-14,42.82317352294922,42.21011734008789,43.1136474609375
27,27,27,2019-03-15,43.22083282470703,41.42308044433594,42.982452392578125
28,28,28,2019-03-18,43.73448944091797,41.34851837158203,43.162845611572266
29,29,29,2019-03-19,43.02200698852539,41.911869049072266,42.58292388916016
30,30,30,2019-03-20,41.99471664428711,42.05270004272461,42.54977798461914
31,31,31,2019-03-21,42.60777282714844,42.34267044067383,42.7320556640625
32,32,32,2019-03-22,40.967430114746094,42.82317352294922,42.21011734008789
33,33,33,2019-03-25,40.60290145874024,43.22083282470703,41.42308044433594
34,34,34,2019-03-26,41.5473518371582,43.73448944091797,41.34851837158203
35,35,35,2019-03-27,41.34851837158203,43.02200698852539,41.911869049072266
36,36,36,2019-03-28,41.43135833740234,41.99471664428711,42.05270004272461
37,37,37,2019-03-29,41.58048248291016,42.60777282714844,42.34267044067383
38,38,38,2019-04-01,43.06342697143555,40.967430114746094,42.82317352294922
39,39,39,2019-04-02,42.84803771972656,40.60290145874024,43.22083282470703
40,40,40,2019-04-03,43.29539489746094,41.5473518371582,43.73448944091797
41,41,41,2019-04-04,43.58536148071289,41.34851837158203,43.02200698852539
42,42,42,2019-04-05,44.06587219238281,41.43135833740234,41.99471664428711
43,43,43,2019-04-08,44.173561096191406,41.58048248291016,42.60777282714844
44,44,44,2019-04-09,42.914306640625,43.06342697143555,40.967430114746094
45,45,45,2019-04-10,43.70134735107422,42.84803771972656,40.60290145874024
46,46,46,2019-04-11,44.28955459594727,43.29539489746094,41.5473518371582
47,47,47,2019-04-12,45.45767974853516,43.58536148071289,41.34851837158203
48,48,48,2019-04-15,44.977176666259766,44.06587219238281,41.43135833740234
49,49,49,2019-04-16,45.91333770751953,44.173561096191406,41.58048248291016
50,50,50,2019-04-17,46.12044525146485,42.914306640625,43.06342697143555
51,51,51,2019-04-18,45.74764633178711,43.70134735107422,42.84803771972656
52,52,52,2019-04-22,45.590240478515625,44.28955459594727,43.29539489746094
53,53,53,2019-04-23,46.02103805541992,45.45767974853516,43.58536148071289
54,54,54,2019-04-24,45.63994598388672,44.977176666259766,44.06587219238281
55,55,55,2019-04-25,46.211570739746094,45.91333770751953,44.173561096191406
56,56,56,2019-04-26,47.5371208190918,46.12044525146485,42.914306640625
57,57,57,2019-04-29,47.57854461669922,45.74764633178711,43.70134735107422
58,58,58,2019-04-30,47.35486602783203,45.590240478515625,44.28955459594727
59,59,59,2019-05-01,47.122894287109375,46.02103805541992,45.45767974853516
60,60,60,2019-05-02,46.84122085571289,45.63994598388672,44.977176666259766
61,61,61,2019-05-03,47.70281600952149,46.211570739746094,45.91333770751953
62,62,62,2019-05-06,47.47084426879883,47.5371208190918,46.12044525146485
63,63,63,2019-05-07,46.76665878295898,47.57854461669922,45.74764633178711
64,64,64,2019-05-08,46.418701171875,47.35486602783203,45.590240478515625
65,65,65,2019-05-09,46.30270767211914,47.122894287109375,46.02103805541992
66,66,66,2019-05-10,46.79150390625,46.84122085571289,45.63994598388672
67,67,67,2019-05-13,44.93574523925781,47.70281600952149,46.211570739746094
68,68,68,2019-05-14,45.79734802246094,47.47084426879883,47.5371208190918
69,69,69,2019-05-15,45.38311767578125,46.76665878295898,47.57854461669922
70,70,70,2019-05-16,45.996185302734375,46.418701171875,47.35486602783203
71,71,71,2019-05-17,45.35826873779297,46.30270767211914,47.122894287109375
72,72,72,2019-05-20,45.45767974853516,46.79150390625,46.84122085571289
73,73,73,2019-05-21,45.83049774169922,44.93574523925781,47.70281600952149
74,74,74,2019-05-22,45.49910736083984,45.79734802246094,47.47084426879883
75,75,75,2019-05-23,44.39725112915039,45.38311767578125,46.76665878295898
76,76,76,2019-05-24,44.91918563842773,45.996185302734375,46.418701171875
77,77,77,2019-05-28,44.83633804321289,45.35826873779297,46.30270767211914
78,78,78,2019-05-29,44.77006912231445,45.45767974853516,46.79150390625
79,79,79,2019-05-30,44.83633804321289,45.83049774169922,44.93574523925781
80,80,80,2019-05-31,43.15435409545898,45.49910736083984,45.79734802246094
81,81,81,2019-06-03,44.35935974121094,44.39725112915039,45.38311767578125
82,82,82,2019-06-04,45.85724639892578,44.91918563842773,45.996185302734375
83,83,83,2019-06-05,45.63968276977539,44.83633804321289,45.35826873779297
84,84,84,2019-06-06,46.14176177978516,44.77006912231445,45.45767974853516
85,85,85,2019-06-07,46.33422470092773,44.83633804321289,45.83049774169922
86,86,86,2019-06-10,45.76519012451172,43.15435409545898,45.49910736083984
87,87,87,2019-06-11,45.84050750732422,44.35935974121094,44.39725112915039
88,88,88,2019-06-12,45.539249420166016,45.85724639892578,44.91918563842773
89,89,89,2019-06-13,46.40117263793945,45.63968276977539,44.83633804321289
90,90,90,2019-06-14,46.78611373901367,46.14176177978516,44.77006912231445
91,91,91,2019-06-17,45.9074592590332,46.33422470092773,44.83633804321289
92,92,92,2019-06-18,46.8530502319336,45.76519012451172,43.15435409545898
93,93,93,2019-06-19,47.003665924072266,45.84050750732422,44.35935974121094
94,94,94,2019-06-20,48.30073928833008,45.539249420166016,45.85724639892578
95,95,95,2019-06-21,48.22542190551758,46.40117263793945,45.63968276977539
96,96,96,2019-06-24,48.12500381469727,46.78611373901367,46.14176177978516
97,97,97,2019-06-25,47.22125244140625,45.9074592590332,46.33422470092773
98,98,98,2019-06-26,46.99531936645508,46.8530502319336,45.76519012451172
99,99,99,2019-06-27,47.53086853027344,47.003665924072266,45.84050750732422
100,100,100,2019-06-28,48.46809768676758,48.30073928833008,45.539249420166016
101,101,101,2019-07-01,49.13754653930664,48.22542190551758,46.40117263793945
102,102,102,2019-07-02,48.34257507324219,48.12500381469727,46.78611373901367
103,103,103,2019-07-03,49.0789680480957,47.22125244140625,45.9074592590332
104,104,104,2019-07-05,49.21285629272461,46.99531936645508,46.8530502319336
105,105,105,2019-07-08,48.74424362182617,47.53086853027344,47.003665924072266
106,106,106,2019-07-09,48.928348541259766,48.46809768676758,48.30073928833008
107,107,107,2019-07-10,48.60198593139648,49.13754653930664,48.22542190551758
108,108,108,2019-07-11,48.71913909912109,48.34257507324219,48.12500381469727
109,109,109,2019-07-12,49.4722785949707,49.0789680480957,47.22125244140625
110,110,110,2019-07-15,49.1124382019043,49.21285629272461,46.99531936645508
111,111,111,2019-07-16,49.36349105834961,48.74424362182617,47.53086853027344
112,112,112,2019-07-17,48.86976623535156,48.928348541259766,48.46809768676758
113,113,113,2019-07-18,49.95762252807617,48.60198593139648,49.13754653930664
114,114,114,2019-07-19,49.68147659301758,48.71913909912109,48.34257507324219
115,115,115,2019-07-22,49.23795318603516,49.4722785949707,49.0789680480957
116,116,116,2019-07-23,50.05804061889648,49.1124382019043,49.21285629272461
117,117,117,2019-07-24,50.69402313232422,49.36349105834961,48.74424362182617
118,118,118,2019-07-25,50.28397750854492,48.86976623535156,48.928348541259766
119,119,119,2019-07-26,50.77770233154297,49.95762252807617,48.60198593139648
120,120,120,2019-07-29,49.79862594604492,49.68147659301758,48.71913909912109
121,121,121,2019-07-30,49.73168182373047,49.23795318603516,49.4722785949707
122,122,122,2019-07-31,48.56851577758789,50.05804061889648,49.1124382019043
123,123,123,2019-08-01,46.61037826538086,50.69402313232422,49.36349105834961
124,124,124,2019-08-02,46.26728439331055,50.28397750854492,48.86976623535156
125,125,125,2019-08-05,44.95349884033203,50.77770233154297,49.95762252807617
126,126,126,2019-08-06,45.46394348144531,49.79862594604492,49.68147659301758
127,127,127,2019-08-07,45.05390930175781,49.73168182373047,49.23795318603516
128,128,128,2019-08-08,46.60200119018555,48.56851577758789,50.05804061889648
129,129,129,2019-08-09,46.01624298095703,46.61037826538086,50.69402313232422
130,130,130,2019-08-12,44.25057601928711,46.26728439331055,50.28397750854492
131,131,131,2019-08-13,45.238014221191406,44.95349884033203,50.77770233154297
132,132,132,2019-08-14,43.87400436401367,45.46394348144531,49.79862594604492
133,133,133,2019-08-15,43.66480255126953,45.05390930175781,49.73168182373047
134,134,134,2019-08-16,44.593658447265625,46.60200119018555,48.56851577758789
135,135,135,2019-08-19,45.08738327026367,46.01624298095703,46.61037826538086
136,136,136,2019-08-20,44.57693099975586,44.25057601928711,46.26728439331055
137,137,137,2019-08-21,44.97023391723633,45.238014221191406,44.95349884033203
138,138,138,2019-08-22,45.26311492919922,43.87400436401367,45.46394348144531
139,139,139,2019-08-23,43.77359390258789,43.66480255126953,45.05390930175781
140,140,140,2019-08-26,44.41794204711914,44.593658447265625,46.60200119018555
141,141,141,2019-08-27,43.940948486328125,45.08738327026367,46.01624298095703
142,142,142,2019-08-28,43.940948486328125,44.57693099975586,44.25057601928711
143,143,143,2019-08-29,44.51835250854492,44.97023391723633,45.238014221191406
144,144,144,2019-08-30,44.53509140014648,45.26311492919922,43.87400436401367
145,145,145,2019-09-03,44.07483673095703,43.77359390258789,43.66480255126953
146,146,146,2019-09-04,44.44692993164063,44.41794204711914,44.593658447265625
147,147,147,2019-09-05,45.58008575439453,43.940948486328125,45.08738327026367
148,148,148,2019-09-06,46.08746337890625,43.940948486328125,44.57693099975586
149,149,149,2019-09-09,47.364376068115234,44.51835250854492,44.97023391723633
150,150,150,2019-09-10,47.90559768676758,44.53509140014648,45.26311492919922
151,151,151,2019-09-11,47.93096160888672,44.07483673095703,43.77359390258789
152,152,152,2019-09-12,48.50600051879883,44.44692993164063,44.41794204711914
153,153,153,2019-09-13,48.9034538269043,45.58008575439453,43.940948486328125
154,154,154,2019-09-16,48.133914947509766,46.08746337890625,43.940948486328125
155,155,155,2019-09-17,48.34532165527344,47.364376068115234,44.51835250854492
156,156,156,2019-09-18,48.32841491699219,47.90559768676758,44.53509140014648
157,157,157,2019-09-19,48.11700439453125,47.93096160888672,44.07483673095703
158,158,158,2019-09-20,47.82949066162109,48.50600051879883,44.44692993164063
159,159,159,2019-09-23,48.30304718017578,48.9034538269043,45.58008575439453
160,160,160,2019-09-24,47.82102966308594,48.133914947509766,46.08746337890625
161,161,161,2019-09-25,48.01552963256836,48.34532165527344,47.364376068115234
162,162,162,2019-09-26,47.96479034423828,48.32841491699219,47.90559768676758
163,163,163,2019-09-27,48.514461517333984,48.11700439453125,47.93096160888672
164,164,164,2019-09-30,48.31995391845703,47.82949066162109,48.50600051879883
165,165,165,2019-10-01,46.662506103515625,48.30304718017578,48.9034538269043
166,166,166,2019-10-02,45.41940689086914,47.82102966308594,48.133914947509766
167,167,167,2019-10-03,45.12343597412109,48.01552963256836,48.34532165527344
168,168,168,2019-10-04,46.29887771606445,47.96479034423828,48.32841491699219
169,169,169,2019-10-07,45.90988159179688,48.514461517333984,48.11700439453125
