,Unnamed: 0,Date,XEL
0,0,2019-02-05,45.47787094116211
1,1,2019-02-06,45.50390625
2,2,2019-02-07,46.11142349243164
3,3,2019-02-08,46.41519927978516
4,4,2019-02-11,46.49330520629883
5,5,2019-02-12,46.41519927978516
6,6,2019-02-13,46.232940673828125
7,7,2019-02-14,46.232940673828125
8,8,2019-02-15,46.397830963134766
9,9,2019-02-19,46.68424224853516
10,10,2019-02-20,46.95328521728516
11,11,2019-02-21,47.54346084594727
12,12,2019-02-22,47.968727111816406
13,13,2019-02-25,47.482696533203125
14,14,2019-02-26,47.27440643310547
15,15,2019-02-27,47.20497512817383
16,16,2019-02-28,47.612892150878906
17,17,2019-03-01,47.66496276855469
18,18,2019-03-04,47.803829193115234
19,19,2019-03-05,47.64760208129883
20,20,2019-03-06,47.81250381469727
21,21,2019-03-07,48.18571472167969
22,22,2019-03-08,48.31589126586914
23,23,2019-03-11,48.64569091796875
24,24,2019-03-12,49.00153350830078
25,25,2019-03-13,49.16642761230469
26,26,2019-03-14,49.09212875366211
27,27,2019-03-15,49.38933563232422
28,28,2019-03-18,49.057159423828125
29,29,2019-03-19,48.655052185058594
30,30,2019-03-20,48.803653717041016
31,31,2019-03-21,49.37185287475586
32,32,2019-03-22,49.88759613037109
33,33,2019-03-25,49.88759613037109
34,34,2019-03-26,50.14110565185547
35,35,2019-03-27,49.74773406982422
36,36,2019-03-28,49.09212875366211
37,37,2019-03-29,49.13581848144531
38,38,2019-04-01,48.57637786865234
39,39,2019-04-02,48.58512115478516
40,40,2019-04-03,48.40154266357422
41,41,2019-04-04,48.322872161865234
42,42,2019-04-05,48.69875717163086
43,43,2019-04-08,48.34910202026367
44,44,2019-04-09,48.742462158203125
45,45,2019-04-10,48.38405990600586
46,46,2019-04-11,48.66379165649414
47,47,2019-04-12,48.83861923217773
48,48,2019-04-15,48.75994873046875
49,49,2019-04-16,47.95573043823242
50,50,2019-04-17,47.87705993652344
51,51,2019-04-18,47.79838180541992
52,52,2019-04-22,47.88580322265625
53,53,2019-04-23,48.23546600341797
54,54,2019-04-24,48.43650436401367
55,55,2019-04-25,48.94351577758789
56,56,2019-04-26,48.8823356628418
57,57,2019-04-29,48.47148132324219
58,58,2019-04-30,49.38933563232422
59,59,2019-05-01,48.864845275878906
60,60,2019-05-02,48.8823356628418
61,61,2019-05-03,49.459266662597656
62,62,2019-05-06,49.398075103759766
63,63,2019-05-07,49.459266662597656
64,64,2019-05-08,48.84736633300781
65,65,2019-05-09,49.00471496582031
66,66,2019-05-10,50.009986877441406
67,67,2019-05-13,50.50825119018555
68,68,2019-05-14,50.0974006652832
69,69,2019-05-15,50.01872253417969
70,70,2019-05-16,50.46453475952149
71,71,2019-05-17,50.88412857055664
72,72,2019-05-20,51.04147338867188
73,73,2019-05-21,50.770484924316406
74,74,2019-05-22,51.14635848999024
75,75,2019-05-23,51.65337371826172
76,76,2019-05-24,51.56596755981445
77,77,2019-05-28,50.726783752441406
78,78,2019-05-29,50.001243591308594
79,79,2019-05-30,50.14110565185547
80,80,2019-05-31,50.12362289428711
81,81,2019-06-03,50.656856536865234
82,82,2019-06-04,50.50825119018555
83,83,2019-06-05,51.85442733764648
84,84,2019-06-06,52.274017333984375
85,85,2019-06-07,51.95058822631836
86,86,2019-06-10,51.80198287963867
87,87,2019-06-11,51.30371475219727
88,88,2019-06-12,52.02926254272461
89,89,2019-06-13,52.32411193847656
90,90,2019-06-14,52.83457565307617
91,91,2019-06-17,52.70256805419922
92,92,2019-06-18,52.87859725952149
93,93,2019-06-19,53.52109146118164
94,94,2019-06-20,53.961158752441406
95,95,2019-06-21,54.16359329223633
96,96,2019-06-24,53.92595291137695
97,97,2019-06-25,53.67951965332031
98,98,2019-06-26,52.32411193847656
99,99,2019-06-27,52.17447280883789
100,100,2019-06-28,52.35931396484375
101,101,2019-07-01,52.30650329589844
102,102,2019-07-02,52.94020462036133
103,103,2019-07-03,53.43307113647461
104,104,2019-07-05,53.41547393798828
105,105,2019-07-08,53.55629348754883
