,Unnamed: 0,Date,REG
0,0,2019-02-05,52.61884689331055
1,1,2019-02-06,52.39138412475586
2,2,2019-02-07,53.39874649047852
3,3,2019-02-08,53.39062881469727
4,4,2019-02-11,53.83744430541992
5,5,2019-02-12,53.07379913330078
6,6,2019-02-13,53.19565582275391
7,7,2019-02-14,53.42311477661133
8,8,2019-02-15,53.8780517578125
9,9,2019-02-19,54.08116149902344
10,10,2019-02-20,53.47999572753906
11,11,2019-02-21,53.91868591308594
12,12,2019-02-22,53.996543884277344
13,13,2019-02-25,53.91457748413086
14,14,2019-02-26,53.92278671264648
15,15,2019-02-27,53.34904861450195
16,16,2019-02-28,53.48018646240234
17,17,2019-03-01,52.60319137573242
18,18,2019-03-04,52.881866455078125
19,19,2019-03-05,53.35724258422852
20,20,2019-03-06,52.8162956237793
21,21,2019-03-07,52.4638557434082
22,22,2019-03-08,52.26714706420898
23,23,2019-03-11,52.898250579833984
24,24,2019-03-12,53.258888244628906
25,25,2019-03-13,53.537559509277344
26,26,2019-03-14,53.537559509277344
27,27,2019-03-15,53.07856750488281
28,28,2019-03-18,52.84088134765625
29,29,2019-03-19,52.73432922363281
30,30,2019-03-20,53.11955261230469
31,31,2019-03-21,54.09489822387695
32,32,2019-03-22,54.18505859375
33,33,2019-03-25,54.20145034790039
34,34,2019-03-26,55.00468444824219
35,35,2019-03-27,55.21778106689453
36,36,2019-03-28,55.77511978149414
37,37,2019-03-29,55.31613540649414
38,38,2019-04-01,55.47186279296875
39,39,2019-04-02,55.45546722412109
40,40,2019-04-03,55.69314956665039
41,41,2019-04-04,55.71774291992188
42,42,2019-04-05,56.43902587890625
43,43,2019-04-08,55.922664642333984
44,44,2019-04-09,55.36531448364258
45,45,2019-04-10,56.37343215942383
46,46,2019-04-11,56.029205322265625
47,47,2019-04-12,56.43902587890625
48,48,2019-04-15,56.05379104614258
49,49,2019-04-16,54.47192001342773
50,50,2019-04-17,53.840816497802734
51,51,2019-04-18,54.40636444091797
52,52,2019-04-22,52.98021697998047
53,53,2019-04-23,54.07031631469727
54,54,2019-04-24,54.86534881591797
55,55,2019-04-25,55.25875854492188
56,56,2019-04-26,55.3817024230957
57,57,2019-04-29,54.61945724487305
58,58,2019-04-30,55.05384063720703
59,59,2019-05-01,55.16040802001953
60,60,2019-05-02,54.881744384765625
61,61,2019-05-03,54.7505989074707
62,62,2019-05-06,54.34079360961914
63,63,2019-05-07,53.37364196777344
64,64,2019-05-08,53.50477981567383
65,65,2019-05-09,53.58673095703125
66,66,2019-05-10,54.2028694152832
67,67,2019-05-13,54.57502746582031
68,68,2019-05-14,54.93891143798828
69,69,2019-05-15,55.286258697509766
70,70,2019-05-16,55.617069244384766
71,71,2019-05-17,55.37724304199219
72,72,2019-05-20,54.64118957519531
73,73,2019-05-21,54.988529205322266
74,74,2019-05-22,54.90582656860352
75,75,2019-05-23,55.18701934814453
76,76,2019-05-24,55.21183395385742
77,77,2019-05-28,54.93064498901367
78,78,2019-05-29,53.84725189208984
79,79,2019-05-30,54.004371643066406
80,80,2019-05-31,54.55022048950195
81,81,2019-06-03,54.59157180786133
82,82,2019-06-04,54.4592399597168
83,83,2019-06-05,56.16291427612305
84,84,2019-06-06,56.1463623046875
85,85,2019-06-07,55.79901885986328
86,86,2019-06-10,55.80728149414063
87,87,2019-06-11,55.84863662719727
88,88,2019-06-12,56.07193374633789
89,89,2019-06-13,56.65912628173828
90,90,2019-06-14,56.95683670043945
91,91,2019-06-17,57.5274772644043
92,92,2019-06-18,57.22148513793945
93,93,2019-06-19,57.67633819580078
94,94,2019-06-20,57.80866241455078
95,95,2019-06-21,57.4943962097168
96,96,2019-06-24,56.94858551025391
97,97,2019-06-25,56.25387573242188
98,98,2019-06-26,54.77351379394531
99,99,2019-06-27,55.327613830566406
100,100,2019-06-28,55.19528579711914
101,101,2019-07-01,55.178749084472656
102,102,2019-07-02,56.030574798583984
103,103,2019-07-03,56.9072151184082
